DATE,ID,SONG,ARTIST,ALBUM,date_dt,song_key,artist_key,track_name,artist_name,_merge
2021-12-01 : 15,15,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-12-01,fair trade,ドレイク,,,left_only
2021-12-01 : 16,16,Insane,サマー・ウォーカー,Still Over It,2021-12-01,insane,サマーウォーカー,,,left_only
2021-12-01 : 18,18,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-12-01,way 2 sexy,ドレイク,,,left_only
2021-12-01 : 19,19,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-01,who want smoke,nardo wick,,,left_only
2021-12-01 : 2,2,Easy On Me,アデル,30,2021-12-01,easy on me,アデル,,,left_only
2021-12-01 : 20,20,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single,2021-12-01,love nwantiti,ckay,,,left_only
2021-12-01 : 21,21,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain,2021-12-01,sharing locations,ミークミル,,,left_only
2021-12-01 : 22,22,My Little Love,アデル,30,2021-12-01,my little love,アデル,,,left_only
2021-12-01 : 23,23,Being Honest,Kay Flock,Being Honest - Single,2021-12-01,being honest,kay flock,,,left_only
2021-12-01 : 24,24,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),テイラー・スウィフト,Red (Taylor’s Version) (+ A Message From Taylor),2021-12-01,all too well,テイラースウィフト,,,left_only
2021-12-01 : 25,25,Brotherly Love (feat. Dougie B),Kay Flock、 B Lovee,The D.O.A. Tape,2021-12-01,brotherly love,kay flock b lovee,,,left_only
2021-12-01 : 3,3,Is Ya Ready,Kay Flock,Is Ya Ready - Single,2021-12-01,is ya ready,kay flock,,,left_only
2021-12-01 : 4,4,No Love,サマー・ウォーカー、 SZA,Still Over It,2021-12-01,no love,サマーウォーカー sza,,,left_only
2021-12-01 : 5,5,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-12-01,girls want girls,ドレイク,,,left_only
2021-12-01 : 6,6,Subelo,アヌエルAA、 マイク・タワーズ、 ジャイ・コルテッツ,Las Leyendas Nunca Mueren,2021-12-01,subelo,アヌエルaa マイクタワーズ ジャイコルテッツ,,,left_only
2021-12-01 : 7,7,My Everything (Part III),B-Lovee、 G Herbo,My Everything (Part III) - Single,2021-12-01,my everything,blovee g herbo,,,left_only
2021-12-01 : 8,8,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-01,being honest,kay flock g herbo,,,left_only
2021-12-01 : 9,9,IYKYK,B-Lovee,IYKYK - Single,2021-12-01,iykyk,blovee,,,left_only
2021-12-02 : 1,1,PSA,Kay Flock,The D.O.A. Tape,2021-12-02,psa,kay flock,,,left_only
2021-12-02 : 10,10,IYKYK,B-Lovee,IYKYK - Single,2021-12-02,iykyk,blovee,,,left_only
2021-12-02 : 11,11,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-02,who want smoke,nardo wick,,,left_only
2021-12-02 : 12,12,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-12-02,fair trade,ドレイク,,,left_only
2021-12-02 : 13,13,Sad Girlz Luv Money Remix (feat. Moliy),Amaarae、 Kali Uchis,Sad Girlz Luv Money Remix (feat. Moliy) - Single,2021-12-02,sad girlz luv money remix,amaarae kali uchis,,,left_only
2021-12-02 : 14,14,Smokin Out The Window,ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic,An Evening With Silk Sonic,2021-12-02,smokin out the window,ブルーノマーズ アンダーソンパーク silk sonic,,,left_only
2021-12-02 : 15,15,Insane,サマー・ウォーカー,Still Over It,2021-12-02,insane,サマーウォーカー,,,left_only
2021-12-02 : 16,16,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain,2021-12-02,sharing locations,ミークミル,,,left_only
2021-12-02 : 17,17,Oh My God,アデル,30,2021-12-02,oh my god,アデル,,,left_only
2021-12-02 : 18,18,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-12-02,way 2 sexy,ドレイク,,,left_only
2021-12-02 : 19,19,Being Honest,Kay Flock,Being Honest - Single,2021-12-02,being honest,kay flock,,,left_only
2021-12-02 : 2,2,Is Ya Ready,Kay Flock,Is Ya Ready - Single,2021-12-02,is ya ready,kay flock,,,left_only
2021-12-02 : 20,20,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single,2021-12-02,love nwantiti,ckay,,,left_only
2021-12-02 : 23,23,My Little Love,アデル,30,2021-12-02,my little love,アデル,,,left_only
2021-12-02 : 24,24,Brotherly Love (feat. Dougie B),Kay Flock、 B Lovee,The D.O.A. Tape,2021-12-02,brotherly love,kay flock b lovee,,,left_only
2021-12-02 : 25,25,By Your Side,Rod Wave,By Your Side - Single,2021-12-02,by your side,rod wave,,,left_only
2021-12-02 : 3,3,Easy On Me,アデル,30,2021-12-02,easy on me,アデル,,,left_only
2021-12-02 : 4,4,No Love,サマー・ウォーカー、 SZA,Still Over It,2021-12-02,no love,サマーウォーカー sza,,,left_only
2021-12-02 : 5,5,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-12-02,girls want girls,ドレイク,,,left_only
2021-12-02 : 6,6,Subelo,アヌエルAA、 マイク・タワーズ、 ジャイ・コルテッツ,Las Leyendas Nunca Mueren,2021-12-02,subelo,アヌエルaa マイクタワーズ ジャイコルテッツ,,,left_only
2021-12-02 : 7,7,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-02,being honest,kay flock g herbo,,,left_only
2021-12-02 : 8,8,Not in the Mood,Lil Tjay、 Fivio Foreign、 Kay Flock,Not in the Mood - Single,2021-12-02,not in the mood,lil tjay fivio foreign kay flock,,,left_only
2021-12-02 : 9,9,"My Everything, Pt. III",B-Lovee、 G Herbo,"My Everything, Pt. III - Single",2021-12-02,my everything pt iii,blovee g herbo,,,left_only
2021-12-03 : 1,1,PSA,Kay Flock,The D.O.A. Tape,2021-12-03,psa,kay flock,,,left_only
2021-12-03 : 10,10,IYKYK,B-Lovee,IYKYK - Single,2021-12-03,iykyk,blovee,,,left_only
2021-12-03 : 11,11,"My Everything, Pt. III",B-Lovee、 G Herbo,"My Everything, Pt. III - Single",2021-12-03,my everything pt iii,blovee g herbo,,,left_only
2021-12-03 : 12,12,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-03,who want smoke,nardo wick,,,left_only
2021-12-03 : 13,13,Sad Girlz Luv Money Remix (feat. Moliy),Amaarae、 Kali Uchis,Sad Girlz Luv Money Remix (feat. Moliy) - Single,2021-12-03,sad girlz luv money remix,amaarae kali uchis,,,left_only
2021-12-03 : 14,14,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-12-03,fair trade,ドレイク,,,left_only
2021-12-03 : 15,15,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain,2021-12-03,sharing locations,ミークミル,,,left_only
2021-12-03 : 16,16,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-12-03,way 2 sexy,ドレイク,,,left_only
2021-12-03 : 17,17,Insane,サマー・ウォーカー,Still Over It,2021-12-03,insane,サマーウォーカー,,,left_only
2021-12-03 : 18,18,Being Honest,Kay Flock,Being Honest - Single,2021-12-03,being honest,kay flock,,,left_only
2021-12-03 : 19,19,Smokin Out The Window,ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic,An Evening With Silk Sonic,2021-12-03,smokin out the window,ブルーノマーズ アンダーソンパーク silk sonic,,,left_only
2021-12-03 : 2,2,Is Ya Ready,Kay Flock,Is Ya Ready - Single,2021-12-03,is ya ready,kay flock,,,left_only
2021-12-03 : 20,20,Oh My God,アデル,30,2021-12-03,oh my god,アデル,,,left_only
2021-12-03 : 22,22,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single,2021-12-03,love nwantiti,ckay,,,left_only
2021-12-03 : 24,24,Brotherly Love (feat. Dougie B),Kay Flock、 B Lovee,The D.O.A. Tape,2021-12-03,brotherly love,kay flock b lovee,,,left_only
2021-12-03 : 25,25,My Little Love,アデル,30,2021-12-03,my little love,アデル,,,left_only
2021-12-03 : 3,3,Easy On Me,アデル,30,2021-12-03,easy on me,アデル,,,left_only
2021-12-03 : 4,4,My Everything,B-Lovee,My Everything - Single,2021-12-03,my everything,blovee,,,left_only
2021-12-03 : 5,5,No Love,サマー・ウォーカー、 SZA,Still Over It,2021-12-03,no love,サマーウォーカー sza,,,left_only
2021-12-03 : 6,6,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-12-03,girls want girls,ドレイク,,,left_only
2021-12-03 : 7,7,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-03,being honest,kay flock g herbo,,,left_only
2021-12-03 : 8,8,Subelo,アヌエルAA、 マイク・タワーズ、 ジャイ・コルテッツ,Las Leyendas Nunca Mueren,2021-12-03,subelo,アヌエルaa マイクタワーズ ジャイコルテッツ,,,left_only
2021-12-03 : 9,9,Not in the Mood,Lil Tjay、 Fivio Foreign、 Kay Flock,Not in the Mood - Single,2021-12-03,not in the mood,lil tjay fivio foreign kay flock,,,left_only
2021-12-04 : 1,1,PSA,Kay Flock,The D.O.A. Tape,2021-12-04,psa,kay flock,,,left_only
2021-12-04 : 10,10,IYKYK,B-Lovee,IYKYK - Single,2021-12-04,iykyk,blovee,,,left_only
2021-12-04 : 11,11,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-12-04,fair trade,ドレイク,,,left_only
2021-12-04 : 12,12,"My Everything, Pt. III",B-Lovee、 G Herbo,"My Everything, Pt. III - Single",2021-12-04,my everything pt iii,blovee g herbo,,,left_only
2021-12-04 : 13,13,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-04,who want smoke,nardo wick,,,left_only
2021-12-04 : 14,14,Sad Girlz Luv Money Remix (feat. Moliy),Amaarae、 Kali Uchis,Sad Girlz Luv Money Remix (feat. Moliy) - Single,2021-12-04,sad girlz luv money remix,amaarae kali uchis,,,left_only
2021-12-04 : 15,15,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain,2021-12-04,sharing locations,ミークミル,,,left_only
2021-12-04 : 16,16,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-12-04,way 2 sexy,ドレイク,,,left_only
2021-12-04 : 18,18,Being Honest,Kay Flock,Being Honest - Single,2021-12-04,being honest,kay flock,,,left_only
2021-12-04 : 2,2,Is Ya Ready,Kay Flock,Is Ya Ready - Single,2021-12-04,is ya ready,kay flock,,,left_only
2021-12-04 : 20,20,Insane,サマー・ウォーカー,Still Over It,2021-12-04,insane,サマーウォーカー,,,left_only
2021-12-04 : 21,21,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single,2021-12-04,love nwantiti,ckay,,,left_only
2021-12-04 : 22,22,Brotherly Love (feat. Dougie B),Kay Flock、 B Lovee,The D.O.A. Tape,2021-12-04,brotherly love,kay flock b lovee,,,left_only
2021-12-04 : 23,23,Smokin Out The Window,ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic,An Evening With Silk Sonic,2021-12-04,smokin out the window,ブルーノマーズ アンダーソンパーク silk sonic,,,left_only
2021-12-04 : 24,24,Oh My God,アデル,30,2021-12-04,oh my god,アデル,,,left_only
2021-12-04 : 25,25,"ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME)",DUSTY LOCANE,"ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME) - Single",2021-12-04,rollin n controllin pt2,dusty locane,,,left_only
2021-12-04 : 3,3,My Everything,B-Lovee,My Everything - Single,2021-12-04,my everything,blovee,,,left_only
2021-12-04 : 4,4,Easy On Me,アデル,30,2021-12-04,easy on me,アデル,,,left_only
2021-12-04 : 5,5,No Love,サマー・ウォーカー、 SZA,Still Over It,2021-12-04,no love,サマーウォーカー sza,,,left_only
2021-12-04 : 6,6,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-12-04,girls want girls,ドレイク,,,left_only
2021-12-04 : 7,7,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-04,being honest,kay flock g herbo,,,left_only
2021-12-04 : 8,8,Subelo,アヌエルAA、 マイク・タワーズ、 ジャイ・コルテッツ,Las Leyendas Nunca Mueren,2021-12-04,subelo,アヌエルaa マイクタワーズ ジャイコルテッツ,,,left_only
2021-12-04 : 9,9,Not in the Mood,Lil Tjay、 Fivio Foreign、 Kay Flock,Not in the Mood - Single,2021-12-04,not in the mood,lil tjay fivio foreign kay flock,,,left_only
2021-12-05 : 1,1,PSA,Kay Flock,The D.O.A. Tape,2021-12-05,psa,kay flock,,,left_only
2021-12-05 : 10,10,"My Everything, Pt. III",B-Lovee、 G Herbo,"My Everything, Pt. III - Single",2021-12-05,my everything pt iii,blovee g herbo,,,left_only
2021-12-05 : 11,11,Subelo,アヌエルAA、 マイク・タワーズ、 ジャイ・コルテッツ,Las Leyendas Nunca Mueren,2021-12-05,subelo,アヌエルaa マイクタワーズ ジャイコルテッツ,,,left_only
2021-12-05 : 12,12,Not in the Mood,Lil Tjay、 Fivio Foreign、 Kay Flock,Not in the Mood - Single,2021-12-05,not in the mood,lil tjay fivio foreign kay flock,,,left_only
2021-12-05 : 13,13,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-12-05,fair trade,ドレイク,,,left_only
2021-12-05 : 14,14,IYKYK,B-Lovee,IYKYK - Single,2021-12-05,iykyk,blovee,,,left_only
2021-12-05 : 15,15,Sad Girlz Luv Money Remix (feat. Moliy),Amaarae、 Kali Uchis,Sad Girlz Luv Money Remix (feat. Moliy) - Single,2021-12-05,sad girlz luv money remix,amaarae kali uchis,,,left_only
2021-12-05 : 16,16,RAPSTAR,Polo G,RAPSTAR - Single,2021-12-05,rapstar,polo g,,,left_only
2021-12-05 : 18,18,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-05,who want smoke,nardo wick,,,left_only
2021-12-05 : 19,19,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain,2021-12-05,sharing locations,ミークミル,,,left_only
2021-12-05 : 2,2,Is Ya Ready,Kay Flock,Is Ya Ready - Single,2021-12-05,is ya ready,kay flock,,,left_only
2021-12-05 : 21,21,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-12-05,way 2 sexy,ドレイク,,,left_only
2021-12-05 : 22,22,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single,2021-12-05,love nwantiti,ckay,,,left_only
2021-12-05 : 23,23,Insane,サマー・ウォーカー,Still Over It,2021-12-05,insane,サマーウォーカー,,,left_only
2021-12-05 : 24,24,Being Honest,Kay Flock,Being Honest - Single,2021-12-05,being honest,kay flock,,,left_only
2021-12-05 : 25,25,Brotherly Love (feat. Dougie B),Kay Flock、 B Lovee,The D.O.A. Tape,2021-12-05,brotherly love,kay flock b lovee,,,left_only
2021-12-05 : 3,3,My Everything,B-Lovee,My Everything - Single,2021-12-05,my everything,blovee,,,left_only
2021-12-05 : 4,4,Don't Play (feat. Lil Baby),Polo G,Hall of Fame 2.0,2021-12-05,dont play,polo g,,,left_only
2021-12-05 : 5,5,No Love,サマー・ウォーカー、 SZA,Still Over It,2021-12-05,no love,サマーウォーカー sza,,,left_only
2021-12-05 : 6,6,Easy On Me,アデル,30,2021-12-05,easy on me,アデル,,,left_only
2021-12-05 : 7,7,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-12-05,girls want girls,ドレイク,,,left_only
2021-12-05 : 8,8,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-05,being honest,kay flock g herbo,,,left_only
2021-12-06 : 1,1,Don't Play (feat. Lil Baby),Polo G,Hall of Fame 2.0,2021-12-06,dont play,polo g,,,left_only
2021-12-06 : 11,11,"My Everything, Pt. III",B-Lovee、 G Herbo,"My Everything, Pt. III - Single",2021-12-06,my everything pt iii,blovee g herbo,,,left_only
2021-12-06 : 13,13,Subelo,アヌエルAA、 マイク・タワーズ、 ジャイ・コルテッツ,Las Leyendas Nunca Mueren,2021-12-06,subelo,アヌエルaa マイクタワーズ ジャイコルテッツ,,,left_only
2021-12-06 : 14,14,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-12-06,fair trade,ドレイク,,,left_only
2021-12-06 : 15,15,Piano G,Polo G,Hall of Fame 2.0,2021-12-06,piano g,polo g,,,left_only
2021-12-06 : 16,16,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single,2021-12-06,love nwantiti,ckay,,,left_only
2021-12-06 : 17,17,Not in the Mood,Lil Tjay、 Fivio Foreign、 Kay Flock,Not in the Mood - Single,2021-12-06,not in the mood,lil tjay fivio foreign kay flock,,,left_only
2021-12-06 : 18,18,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain,2021-12-06,sharing locations,ミークミル,,,left_only
2021-12-06 : 19,19,Sad Girlz Luv Money Remix (feat. Moliy),Amaarae、 Kali Uchis,Sad Girlz Luv Money Remix (feat. Moliy) - Single,2021-12-06,sad girlz luv money remix,amaarae kali uchis,,,left_only
2021-12-06 : 2,2,PSA,Kay Flock,The D.O.A. Tape,2021-12-06,psa,kay flock,,,left_only
2021-12-06 : 20,20,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-12-06,way 2 sexy,ドレイク,,,left_only
2021-12-06 : 21,21,IYKYK,B-Lovee,IYKYK - Single,2021-12-06,iykyk,blovee,,,left_only
2021-12-06 : 22,22,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-06,who want smoke,nardo wick,,,left_only
2021-12-06 : 23,23,Smokin Out The Window,ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic,An Evening With Silk Sonic,2021-12-06,smokin out the window,ブルーノマーズ アンダーソンパーク silk sonic,,,left_only
2021-12-06 : 24,24,Insane,サマー・ウォーカー,Still Over It,2021-12-06,insane,サマーウォーカー,,,left_only
2021-12-06 : 25,25,Lo Siento BB:/,Tainy、 バッド・バニー、 Julieta Venegas,Lo Siento BB:/ - Single,2021-12-06,lo siento bb,tainy バッドバニー julieta venegas,,,left_only
2021-12-06 : 3,3,Is Ya Ready,Kay Flock,Is Ya Ready - Single,2021-12-06,is ya ready,kay flock,,,left_only
2021-12-06 : 4,4,My Everything,B-Lovee,My Everything - Single,2021-12-06,my everything,blovee,,,left_only
2021-12-06 : 5,5,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-12-06,girls want girls,ドレイク,,,left_only
2021-12-06 : 7,7,No Love,サマー・ウォーカー、 SZA,Still Over It,2021-12-06,no love,サマーウォーカー sza,,,left_only
2021-12-06 : 8,8,Easy On Me,アデル,30,2021-12-06,easy on me,アデル,,,left_only
2021-12-06 : 9,9,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-06,being honest,kay flock g herbo,,,left_only
2021-12-07 : 1,1,Don't Play (feat. Lil Baby),Polo G,Hall of Fame 2.0,2021-12-07,dont play,polo g,,,left_only
2021-12-07 : 11,11,"My Everything, Pt. III",B-Lovee、 G Herbo,"My Everything, Pt. III - Single",2021-12-07,my everything pt iii,blovee g herbo,,,left_only
2021-12-07 : 13,13,Subelo,アヌエルAA、 マイク・タワーズ、 ジャイ・コルテッツ,Las Leyendas Nunca Mueren,2021-12-07,subelo,アヌエルaa マイクタワーズ ジャイコルテッツ,,,left_only
2021-12-07 : 14,14,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-12-07,fair trade,ドレイク,,,left_only
2021-12-07 : 15,15,Piano G,Polo G,Hall of Fame 2.0,2021-12-07,piano g,polo g,,,left_only
2021-12-07 : 16,16,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single,2021-12-07,love nwantiti,ckay,,,left_only
2021-12-07 : 17,17,Not in the Mood,Lil Tjay、 Fivio Foreign、 Kay Flock,Not in the Mood - Single,2021-12-07,not in the mood,lil tjay fivio foreign kay flock,,,left_only
2021-12-07 : 18,18,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain,2021-12-07,sharing locations,ミークミル,,,left_only
2021-12-07 : 19,19,Sad Girlz Luv Money Remix (feat. Moliy),Amaarae、 Kali Uchis,Sad Girlz Luv Money Remix (feat. Moliy) - Single,2021-12-07,sad girlz luv money remix,amaarae kali uchis,,,left_only
2021-12-07 : 2,2,PSA,Kay Flock,The D.O.A. Tape,2021-12-07,psa,kay flock,,,left_only
2021-12-07 : 20,20,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-12-07,way 2 sexy,ドレイク,,,left_only
2021-12-07 : 21,21,IYKYK,B-Lovee,IYKYK - Single,2021-12-07,iykyk,blovee,,,left_only
2021-12-07 : 22,22,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-07,who want smoke,nardo wick,,,left_only
2021-12-07 : 23,23,Smokin Out The Window,ブルーノ・マーズ、 アンダーソン・パーク、 Silk Sonic,An Evening With Silk Sonic,2021-12-07,smokin out the window,ブルーノマーズ アンダーソンパーク silk sonic,,,left_only
2021-12-07 : 24,24,Insane,サマー・ウォーカー,Still Over It,2021-12-07,insane,サマーウォーカー,,,left_only
2021-12-07 : 25,25,Lo Siento BB:/,Tainy、 バッド・バニー、 Julieta Venegas,Lo Siento BB:/ - Single,2021-12-07,lo siento bb,tainy バッドバニー julieta venegas,,,left_only
2021-12-07 : 3,3,Is Ya Ready,Kay Flock,Is Ya Ready - Single,2021-12-07,is ya ready,kay flock,,,left_only
2021-12-07 : 4,4,My Everything,B-Lovee,My Everything - Single,2021-12-07,my everything,blovee,,,left_only
2021-12-07 : 5,5,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-12-07,girls want girls,ドレイク,,,left_only
2021-12-07 : 7,7,No Love,サマー・ウォーカー、 SZA,Still Over It,2021-12-07,no love,サマーウォーカー sza,,,left_only
2021-12-07 : 8,8,Easy On Me,アデル,30,2021-12-07,easy on me,アデル,,,left_only
2021-12-07 : 9,9,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-07,being honest,kay flock g herbo,,,left_only
2021-12-08 : 10,10,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-08,being honest,kay flock g herbo,,,left_only
2021-12-08 : 11,11,Easy On Me,アデル,30,2021-12-08,easy on me,アデル,,,left_only
2021-12-08 : 12,12,IYKYK,B-Lovee,IYKYK - Single,2021-12-08,iykyk,blovee,,,left_only
2021-12-08 : 13,13,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-08,who want smoke,nardo wick,,,left_only
2021-12-08 : 15,15,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-12-08,fair trade,ドレイク,,,left_only
2021-12-08 : 17,17,Not in the Mood,Lil Tjay、 Fivio Foreign、 Kay Flock,Not in the Mood - Single,2021-12-08,not in the mood,lil tjay fivio foreign kay flock,,,left_only
2021-12-08 : 18,18,Sad Girlz Luv Money Remix (feat. Moliy),Amaarae、 Kali Uchis,Sad Girlz Luv Money Remix (feat. Moliy) - Single,2021-12-08,sad girlz luv money remix,amaarae kali uchis,,,left_only
2021-12-08 : 19,19,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single,2021-12-08,love nwantiti,ckay,,,left_only
2021-12-08 : 2,2,PSA,Kay Flock,The D.O.A. Tape,2021-12-08,psa,kay flock,,,left_only
2021-12-08 : 20,20,Insane,サマー・ウォーカー,Still Over It,2021-12-08,insane,サマーウォーカー,,,left_only
2021-12-08 : 21,21,Subelo,アヌエルAA、 マイク・タワーズ、 ジャイ・コルテッツ,Las Leyendas Nunca Mueren,2021-12-08,subelo,アヌエルaa マイクタワーズ ジャイコルテッツ,,,left_only
2021-12-08 : 22,22,Wandered To LA,ジュース・ワールド、 ジャスティン・ビーバー,Wandered To LA - Single,2021-12-08,wandered to la,ジュースワールド ジャスティンビーバー,,,left_only
2021-12-08 : 23,23,Being Honest,Kay Flock,Being Honest - Single,2021-12-08,being honest,kay flock,,,left_only
2021-12-08 : 24,24,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-12-08,way 2 sexy,ドレイク,,,left_only
2021-12-08 : 25,25,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain,2021-12-08,sharing locations,ミークミル,,,left_only
2021-12-08 : 3,3,Is Ya Ready,Kay Flock,Is Ya Ready - Single,2021-12-08,is ya ready,kay flock,,,left_only
2021-12-08 : 4,4,Don't Play (feat. Lil Baby),Polo G,Hall of Fame 2.0,2021-12-08,dont play,polo g,,,left_only
2021-12-08 : 5,5,My Everything,B-Lovee,My Everything - Single,2021-12-08,my everything,blovee,,,left_only
2021-12-08 : 6,6,No Love,サマー・ウォーカー、 SZA,Still Over It,2021-12-08,no love,サマーウォーカー sza,,,left_only
2021-12-08 : 7,7,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-12-08,girls want girls,ドレイク,,,left_only
2021-12-08 : 9,9,"My Everything, Pt. III",B-Lovee、 G Herbo,"My Everything, Pt. III - Single",2021-12-08,my everything pt iii,blovee g herbo,,,left_only
2021-12-09 : 10,10,Being Honest (Remix),Kay Flock、 G Herbo,The D.O.A. Tape,2021-12-09,being honest,kay flock g herbo,,,left_only
2021-12-09 : 12,12,IYKYK,B-Lovee,IYKYK - Single,2021-12-09,iykyk,blovee,,,left_only
2021-12-09 : 13,13,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",2021-12-09,who want smoke,nardo wick,,,left_only
