DATE,ID,SONG,ARTIST,ALBUM,date_dt,song_key,artist_key,track_name,artist_name,_merge
2021-07-28 : 10,10,Wild Side (feat. Cardi B),ノーマニ,Wild Side (feat. Cardi B) - Single,2021-07-28,wild side,ノーマニ,,,left_only
2021-07-28 : 11,11,Yonaguni,バッド・バニー,Yonaguni - Single,2021-07-28,yonaguni,バッドバニー,,,left_only
2021-07-28 : 12,12,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-07-28,24 hours,エイブギーウィットダフーディ,,,left_only
2021-07-28 : 14,14,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-07-28,todo de ti,ラウアレハンドロ,,,left_only
2021-07-28 : 15,15,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-07-28,wants and needs,ドレイク,,,left_only
2021-07-28 : 16,16,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-07-28,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-07-28 : 18,18,On Go (feat. Polo G),Sheff G,On Go (feat. Polo G) - Single,2021-07-28,on go,sheff g,,,left_only
2021-07-28 : 19,19,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-07-28,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-07-28 : 2,2,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-07-28,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-07-28 : 20,20,2055,Sleepy Hallow,2055 - Single,2021-07-28,2055,sleepy hallow,,,left_only
2021-07-28 : 22,22,My Shit,Bizzy Banks,Same Energy,2021-07-28,my shit,bizzy banks,,,left_only
2021-07-28 : 23,23,Late At Night,ロディ・リッチ,Late At Night - Single,2021-07-28,late at night,ロディリッチ,,,left_only
2021-07-28 : 24,24,WHOLE LOTTA MONEY (Remix),BIA、 ニッキー・ミナージュ,WHOLE LOTTA MONEY (Remix) - Single,2021-07-28,whole lotta money,bia ニッキーミナージュ,,,left_only
2021-07-28 : 25,25,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-07-28,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-07-28 : 5,5,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-07-28,industry baby,lil nas x jack harlow,,,left_only
2021-07-28 : 6,6,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-07-28,not sober,ザキッドラロイ,,,left_only
2021-07-28 : 7,7,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-07-28,30,ポップスモーク,,,left_only
2021-07-28 : 8,8,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-07-28,tell the vision,ポップスモーク,,,left_only
2021-07-28 : 9,9,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-07-28,woo baby,ポップスモーク,,,left_only
2021-07-29 : 10,10,Yonaguni,バッド・バニー,Yonaguni - Single,2021-07-29,yonaguni,バッドバニー,,,left_only
2021-07-29 : 11,11,Wild Side (feat. Cardi B),ノーマニ,Wild Side (feat. Cardi B) - Single,2021-07-29,wild side,ノーマニ,,,left_only
2021-07-29 : 13,13,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-07-29,24 hours,エイブギーウィットダフーディ,,,left_only
2021-07-29 : 14,14,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-07-29,todo de ti,ラウアレハンドロ,,,left_only
2021-07-29 : 15,15,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-07-29,wants and needs,ドレイク,,,left_only
2021-07-29 : 16,16,2055,Sleepy Hallow,2055 - Single,2021-07-29,2055,sleepy hallow,,,left_only
2021-07-29 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-07-29,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-07-29 : 20,20,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-07-29,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-07-29 : 21,21,On Go (feat. Polo G),Sheff G,On Go (feat. Polo G) - Single,2021-07-29,on go,sheff g,,,left_only
2021-07-29 : 22,22,Late At Night,ロディ・リッチ,Late At Night - Single,2021-07-29,late at night,ロディリッチ,,,left_only
2021-07-29 : 23,23,My Shit,Bizzy Banks,Same Energy,2021-07-29,my shit,bizzy banks,,,left_only
2021-07-29 : 24,24,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-07-29,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-07-29 : 25,25,WHOLE LOTTA MONEY (Remix),BIA、 ニッキー・ミナージュ,WHOLE LOTTA MONEY (Remix) - Single,2021-07-29,whole lotta money,bia ニッキーミナージュ,,,left_only
2021-07-29 : 3,3,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-07-29,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-07-29 : 5,5,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-07-29,industry baby,lil nas x jack harlow,,,left_only
2021-07-29 : 6,6,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-07-29,30,ポップスモーク,,,left_only
2021-07-29 : 7,7,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-07-29,tell the vision,ポップスモーク,,,left_only
2021-07-29 : 8,8,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-07-29,not sober,ザキッドラロイ,,,left_only
2021-07-29 : 9,9,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-07-29,woo baby,ポップスモーク,,,left_only
2021-07-30 : 10,10,Wild Side (feat. Cardi B),ノーマニ,Wild Side (feat. Cardi B) - Single,2021-07-30,wild side,ノーマニ,,,left_only
2021-07-30 : 12,12,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-07-30,not sober,ザキッドラロイ,,,left_only
2021-07-30 : 13,13,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-07-30,24 hours,エイブギーウィットダフーディ,,,left_only
2021-07-30 : 14,14,2055,Sleepy Hallow,2055 - Single,2021-07-30,2055,sleepy hallow,,,left_only
2021-07-30 : 15,15,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-07-30,todo de ti,ラウアレハンドロ,,,left_only
2021-07-30 : 16,16,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-07-30,wants and needs,ドレイク,,,left_only
2021-07-30 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-07-30,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-07-30 : 20,20,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-07-30,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-07-30 : 21,21,Late At Night,ロディ・リッチ,Late At Night - Single,2021-07-30,late at night,ロディリッチ,,,left_only
2021-07-30 : 22,22,On Go (feat. Polo G),Sheff G,On Go (feat. Polo G) - Single,2021-07-30,on go,sheff g,,,left_only
2021-07-30 : 23,23,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-07-30,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-07-30 : 24,24,My Shit,Bizzy Banks,Same Energy,2021-07-30,my shit,bizzy banks,,,left_only
2021-07-30 : 25,25,WHOLE LOTTA MONEY (Remix),BIA、 ニッキー・ミナージュ,WHOLE LOTTA MONEY (Remix) - Single,2021-07-30,whole lotta money,bia ニッキーミナージュ,,,left_only
2021-07-30 : 3,3,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-07-30,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-07-30 : 5,5,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-07-30,industry baby,lil nas x jack harlow,,,left_only
2021-07-30 : 6,6,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-07-30,30,ポップスモーク,,,left_only
2021-07-30 : 7,7,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-07-30,tell the vision,ポップスモーク,,,left_only
2021-07-30 : 8,8,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-07-30,woo baby,ポップスモーク,,,left_only
2021-07-30 : 9,9,Yonaguni,バッド・バニー,Yonaguni - Single,2021-07-30,yonaguni,バッドバニー,,,left_only
2021-07-31 : 10,10,Wild Side (feat. Cardi B),ノーマニ,Wild Side (feat. Cardi B) - Single,2021-07-31,wild side,ノーマニ,,,left_only
2021-07-31 : 12,12,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-07-31,24 hours,エイブギーウィットダフーディ,,,left_only
2021-07-31 : 13,13,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-07-31,not sober,ザキッドラロイ,,,left_only
2021-07-31 : 14,14,2055,Sleepy Hallow,2055 - Single,2021-07-31,2055,sleepy hallow,,,left_only
2021-07-31 : 15,15,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-07-31,todo de ti,ラウアレハンドロ,,,left_only
2021-07-31 : 16,16,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-07-31,wants and needs,ドレイク,,,left_only
2021-07-31 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-07-31,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-07-31 : 20,20,Late At Night,ロディ・リッチ,Late At Night - Single,2021-07-31,late at night,ロディリッチ,,,left_only
2021-07-31 : 21,21,On Go (feat. Polo G),Sheff G,On Go (feat. Polo G) - Single,2021-07-31,on go,sheff g,,,left_only
2021-07-31 : 22,22,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-07-31,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-07-31 : 23,23,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-07-31,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-07-31 : 24,24,My Shit,Bizzy Banks,Same Energy,2021-07-31,my shit,bizzy banks,,,left_only
2021-07-31 : 25,25,WHOLE LOTTA MONEY (Remix),BIA、 ニッキー・ミナージュ,WHOLE LOTTA MONEY (Remix) - Single,2021-07-31,whole lotta money,bia ニッキーミナージュ,,,left_only
2021-07-31 : 3,3,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-07-31,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-07-31 : 5,5,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-07-31,industry baby,lil nas x jack harlow,,,left_only
2021-07-31 : 6,6,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-07-31,30,ポップスモーク,,,left_only
2021-07-31 : 7,7,Yonaguni,バッド・バニー,Yonaguni - Single,2021-07-31,yonaguni,バッドバニー,,,left_only
2021-07-31 : 8,8,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-07-31,tell the vision,ポップスモーク,,,left_only
2021-07-31 : 9,9,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-07-31,woo baby,ポップスモーク,,,left_only
2021-08-01 : 10,10,Wild Side (feat. Cardi B),ノーマニ,Wild Side (feat. Cardi B) - Single,2021-08-01,wild side,ノーマニ,,,left_only
2021-08-01 : 12,12,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-01,zaza,stunna gambino,,,left_only
2021-08-01 : 13,13,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-01,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-01 : 14,14,2055,Sleepy Hallow,2055 - Single,2021-08-01,2055,sleepy hallow,,,left_only
2021-08-01 : 15,15,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-01,todo de ti,ラウアレハンドロ,,,left_only
2021-08-01 : 17,17,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-01,wants and needs,ドレイク,,,left_only
2021-08-01 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-01,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-01 : 19,19,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-08-01,not sober,ザキッドラロイ,,,left_only
2021-08-01 : 20,20,On Go (feat. Polo G),Sheff G,On Go (feat. Polo G) - Single,2021-08-01,on go,sheff g,,,left_only
2021-08-01 : 22,22,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-01,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-01 : 23,23,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-01,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-01 : 24,24,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-01,late at night,ロディリッチ,,,left_only
2021-08-01 : 25,25,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-01,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-01 : 3,3,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-01,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-01 : 5,5,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-01,industry baby,lil nas x jack harlow,,,left_only
2021-08-01 : 6,6,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-01,30,ポップスモーク,,,left_only
2021-08-01 : 7,7,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-01,yonaguni,バッドバニー,,,left_only
2021-08-01 : 8,8,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-01,woo baby,ポップスモーク,,,left_only
2021-08-01 : 9,9,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-08-01,tell the vision,ポップスモーク,,,left_only
2021-08-02 : 10,10,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-08-02,tell the vision,ポップスモーク,,,left_only
2021-08-02 : 11,11,Wild Side (feat. Cardi B),ノーマニ,Wild Side (feat. Cardi B) - Single,2021-08-02,wild side,ノーマニ,,,left_only
2021-08-02 : 12,12,2055,Sleepy Hallow,2055 - Single,2021-08-02,2055,sleepy hallow,,,left_only
2021-08-02 : 14,14,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-02,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-02 : 15,15,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-02,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-02 : 16,16,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-02,todo de ti,ラウアレハンドロ,,,left_only
2021-08-02 : 17,17,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-08-02,not sober,ザキッドラロイ,,,left_only
2021-08-02 : 18,18,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-02,wants and needs,ドレイク,,,left_only
2021-08-02 : 19,19,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-02,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-02 : 20,20,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-02,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-02 : 23,23,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-02,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-02 : 24,24,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-02,late at night,ロディリッチ,,,left_only
2021-08-02 : 25,25,On Go (feat. Polo G),Sheff G,On Go (feat. Polo G) - Single,2021-08-02,on go,sheff g,,,left_only
2021-08-02 : 3,3,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-02,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-02 : 5,5,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-02,30,ポップスモーク,,,left_only
2021-08-02 : 6,6,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-02,yonaguni,バッドバニー,,,left_only
2021-08-02 : 7,7,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-02,industry baby,lil nas x jack harlow,,,left_only
2021-08-02 : 8,8,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-02,zaza,stunna gambino,,,left_only
2021-08-02 : 9,9,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-02,woo baby,ポップスモーク,,,left_only
2021-08-03 : 10,10,2055,Sleepy Hallow,2055 - Single,2021-08-03,2055,sleepy hallow,,,left_only
2021-08-03 : 11,11,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-03,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-03 : 12,12,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-03,woo baby,ポップスモーク,,,left_only
2021-08-03 : 13,13,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-03,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-03 : 14,14,Wild Side (feat. Cardi B),ノーマニ,Wild Side (feat. Cardi B) - Single,2021-08-03,wild side,ノーマニ,,,left_only
2021-08-03 : 16,16,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-03,todo de ti,ラウアレハンドロ,,,left_only
2021-08-03 : 17,17,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-03,wants and needs,ドレイク,,,left_only
2021-08-03 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-03,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-03 : 19,19,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-08-03,tell the vision,ポップスモーク,,,left_only
2021-08-03 : 22,22,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-08-03,not sober,ザキッドラロイ,,,left_only
2021-08-03 : 23,23,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-03,late at night,ロディリッチ,,,left_only
2021-08-03 : 24,24,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-03,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-03 : 25,25,DÁKITI,バッド・バニー、 ジャイ・コルテッツ,EL ÚLTIMO TOUR DEL MUNDO,2021-08-03,dákiti,バッドバニー ジャイコルテッツ,,,left_only
2021-08-03 : 3,3,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-03,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-03 : 5,5,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-03,yonaguni,バッドバニー,,,left_only
2021-08-03 : 6,6,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-03,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-03 : 7,7,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-03,30,ポップスモーク,,,left_only
2021-08-03 : 8,8,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-03,zaza,stunna gambino,,,left_only
2021-08-03 : 9,9,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-03,industry baby,lil nas x jack harlow,,,left_only
2021-08-04 : 10,10,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-04,30,ポップスモーク,,,left_only
2021-08-04 : 11,11,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-04,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-04 : 13,13,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-04,wants and needs,ドレイク,,,left_only
2021-08-04 : 15,15,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-04,todo de ti,ラウアレハンドロ,,,left_only
2021-08-04 : 16,16,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-04,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-04 : 18,18,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-04,woo baby,ポップスモーク,,,left_only
2021-08-04 : 19,19,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-08-04,not sober,ザキッドラロイ,,,left_only
2021-08-04 : 20,20,Wild Side (feat. Cardi B),ノーマニ,Wild Side (feat. Cardi B) - Single,2021-08-04,wild side,ノーマニ,,,left_only
2021-08-04 : 21,21,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-04,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-04 : 22,22,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-04,late at night,ロディリッチ,,,left_only
2021-08-04 : 23,23,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-08-04,tell the vision,ポップスモーク,,,left_only
2021-08-04 : 24,24,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-04,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-04 : 25,25,DÁKITI,バッド・バニー、 ジャイ・コルテッツ,EL ÚLTIMO TOUR DEL MUNDO,2021-08-04,dákiti,バッドバニー ジャイコルテッツ,,,left_only
2021-08-04 : 3,3,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-04,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-04 : 5,5,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-04,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-04 : 6,6,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-04,yonaguni,バッドバニー,,,left_only
2021-08-04 : 7,7,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-04,industry baby,lil nas x jack harlow,,,left_only
2021-08-04 : 8,8,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-04,zaza,stunna gambino,,,left_only
2021-08-04 : 9,9,2055,Sleepy Hallow,2055 - Single,2021-08-04,2055,sleepy hallow,,,left_only
2021-08-05 : 1,1,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-05,volví,aventura バッドバニー,,,left_only
2021-08-05 : 10,10,2055,Sleepy Hallow,2055 - Single,2021-08-05,2055,sleepy hallow,,,left_only
2021-08-05 : 11,11,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-05,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-05 : 12,12,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-05,todo de ti,ラウアレハンドロ,,,left_only
2021-08-05 : 13,13,30 (feat. Bizzy Banks),ポップ・スモーク,Faith,2021-08-05,30,ポップスモーク,,,left_only
2021-08-05 : 14,14,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-05,wants and needs,ドレイク,,,left_only
2021-08-05 : 16,16,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-05,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-05 : 18,18,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-05,woo baby,ポップスモーク,,,left_only
2021-08-05 : 20,20,NOT SOBER (feat. Polo G & Stunna Gambino),ザ・キッド・ラロイ,F*CK LOVE 3: OVER YOU,2021-08-05,not sober,ザキッドラロイ,,,left_only
2021-08-05 : 21,21,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-05,late at night,ロディリッチ,,,left_only
2021-08-05 : 22,22,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-05,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-05 : 23,23,Hats Off,リル・ベイビー、 Lil Durk、 トラヴィス・スコット,The Voice of the Heroes,2021-08-05,hats off,リルベイビー lil durk トラヴィススコット,,,left_only
2021-08-05 : 24,24,Tell The Vision (feat. Kanye West & Pusha T),ポップ・スモーク,Faith,2021-08-05,tell the vision,ポップスモーク,,,left_only
2021-08-05 : 25,25,DÁKITI,バッド・バニー、 ジャイ・コルテッツ,EL ÚLTIMO TOUR DEL MUNDO,2021-08-05,dákiti,バッドバニー ジャイコルテッツ,,,left_only
2021-08-05 : 4,4,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-05,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-05 : 6,6,Happier Than Ever,ビリー・アイリッシュ,Happier Than Ever,2021-08-05,happier than ever,ビリーアイリッシュ,,,left_only
2021-08-05 : 7,7,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-05,yonaguni,バッドバニー,,,left_only
2021-08-05 : 8,8,ZAZA,Stunna Gambino,ZAZA - Single,2021-08-05,zaza,stunna gambino,,,left_only
2021-08-05 : 9,9,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-05,industry baby,lil nas x jack harlow,,,left_only
2021-08-06 : 1,1,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-06,volví,aventura バッドバニー,,,left_only
2021-08-06 : 10,10,2055,Sleepy Hallow,2055 - Single,2021-08-06,2055,sleepy hallow,,,left_only
2021-08-06 : 11,11,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-06,todo de ti,ラウアレハンドロ,,,left_only
